leading bits the hash:  75
0000000000000000003a56d72a65826fbfc775e8e47d1d4d0b32130eef416a36, Tue Dec  5 18:21:24 2017, 24,682
000000000000000000af99f0fe511018f117a8e9fbc62f289bfb7f992eb36706, Tue Dec  5 18:16:38 2017, 6,171
00000000000000000047467dfa788e03c0ac6dbd4d6d842cc993263ba0a44887, Tue Dec  5 18:14:06 2017, 12,341
000000000000000000c81360b578ad62eb52b3abe599ef7654864769403bd97b, Tue Dec  5 17:56:05 2017, 6,171
00000000000000000013b33ca2f385f288ea7972b4a4ff3f782a1ed82b311253, Tue Dec  5 17:54:40 2017, 49,364
00000000000000000060af85a1acc9b11ea0a9f5d63f8cd59ae6a5a3280c5ed4, Tue Dec  5 17:50:26 2017, 12,341
000000000000000000458290ce5df62fcc950dcb93c2b58fe51ccf3d0a237c1d, Tue Dec  5 17:49:04 2017, 12,341
0000000000000000007552f25061bd741428f419bdd029cde18fd3d7a697c8ad, Tue Dec  5 17:30:24 2017, 12,341
0000000000000000004bf0eda78cd3a7097dac14c7b43071ad2a9429359a2659, Tue Dec  5 17:08:27 2017, 12,341
0000000000000000002546153d09335232167ed7d61acd89a5b9d65c67dade32, Tue Dec  5 17:05:15 2017, 24,682
0000000000000000005b7ec6ffa511748e7417a84c2458a5c9e26861ac365e00, Tue Dec  5 16:45:26 2017, 12,341
000000000000000000427796ab742a3e627b14883b427d6f2c60d4d91ad199ef, Tue Dec  5 16:40:41 2017, 12,341
0000000000000000009a65a389c27853eb21f6c5c58dedbc188ff4f3d38f73ef, Tue Dec  5 16:39:33 2017, 6,171
000000000000000000c4e282ab0dcaaf4b774d7d83ac3f2125ed14167afbc108, Tue Dec  5 16:39:11 2017, 6,171
0000000000000000001f326fea97841c63b6289fc32f3d2d2c75481074918e98, Tue Dec  5 16:39:10 2017, 49,364
000000000000000000247b845ad7f8413da6b97de9b64836357dc6f7be781c56, Tue Dec  5 16:31:28 2017, 24,682
000000000000000000850340abb321143f50f825d11e4daa2c85b3f37ec41f59, Tue Dec  5 16:24:26 2017, 6,171
000000000000000000800a32240c4f982aa7d8fa48649cd286664a67ac49ea22, Tue Dec  5 16:21:20 2017, 6,171
0000000000000000006f32c61e1d974d795fa83ee26d0a9e69723cc528bcd684, Tue Dec  5 16:12:16 2017, 12,341
0000000000000000005ca38745749278f9ca3b78c86dccb2c6556126640d1686, Tue Dec  5 15:59:02 2017, 12,341
00000000000000000028a03ddbebcfe19e933fdde654af13531956853bd02dff, Tue Dec  5 15:50:12 2017, 24,682
0000000000000000009610abe5298400fa918110e4429eab304b801c6cff5832, Tue Dec  5 15:44:13 2017, 6,171
0000000000000000009fbd3b262b06c09654dca9abe7f7c4206ced4390af9fb2, Tue Dec  5 15:42:11 2017, 6,171
00000000000000000076eaa0f154c37f5e60bf1c18b86775d0fbbc32d0169c2c, Tue Dec  5 15:28:24 2017, 12,341
0000000000000000009a0a6f9e3c59ebed0c1d847cf597d9b1b5fb8365380c30, Tue Dec  5 15:20:42 2017, 6,171
0000000000000000009b7fe7cd542196ec9694b74f222de67c2b4a8e14b8d1d4, Tue Dec  5 15:17:36 2017, 6,171
000000000000000000a7cdb717117dfeac04d261f702d4f7b14cd44d5e76cee8, Tue Dec  5 15:16:44 2017, 6,171
0000000000000000002cbc5bf3afa5402035f71d6b6f96baedf675bce1faca9b, Tue Dec  5 15:16:16 2017, 24,682
00000000000000000000954afb20e8f663294194833bf19a435295aa3e7e46ae, Tue Dec  5 15:08:08 2017, 1,579,663
0000000000000000004656f5fe04884b8ab29ccbe0213952a8f0df1e58199dbb, Tue Dec  5 14:57:22 2017, 12,341
00000000000000000096852e0f389f0cc490e6984005c88798703dbdb911702e, Tue Dec  5 14:54:56 2017, 6,171
0000000000000000005c5fbfea5340e000151517a2140a7199f1cb9a7ef2d53c, Tue Dec  5 14:54:50 2017, 12,341
0000000000000000009b50d139898b9303c5113d89b50698cdc3706ae48fd5cb, Tue Dec  5 14:43:13 2017, 6,171
000000000000000000bc26425859226751047f56d53d94281809a4783424b028, Tue Dec  5 14:32:14 2017, 6,171
000000000000000000480820a49b2c969619a9119191f96de8018938d0345261, Tue Dec  5 14:28:55 2017, 12,341
000000000000000000c6ebb23fddf31a6129f368deaf30d19a9570234f2a4e5f, Tue Dec  5 14:22:34 2017, 6,171
0000000000000000005289baf4152085e7aaf5158c1c0d090ef58a25c91c2265, Tue Dec  5 14:14:57 2017, 12,341
000000000000000000b6eeb1e46e40a17ae42dcea786520cea709787b6707027, Tue Dec  5 14:01:21 2017, 6,171
0000000000000000002bade7b47acc0a1dbc1504228079bc320d509fd6df86d6, Tue Dec  5 13:57:15 2017, 24,682
000000000000000000bf564d2bbc61937b566b507a90f89ac61aa7574f99b6ba, Tue Dec  5 13:33:46 2017, 6,171
0000000000000000003d712c152a2a5fdfb2a08d682f4e1b24d080aa6e94ae18, Tue Dec  5 13:31:56 2017, 24,682
00000000000000000031b42f0f22c714fcb0b64361d762b201e4647b7fb11e23, Tue Dec  5 13:30:37 2017, 24,682
0000000000000000003d99a8731da601756cd031ce58fe3ee679a9d0763287fb, Tue Dec  5 13:20:06 2017, 24,682
00000000000000000092ec209a629b28a972b9dcaa2a48c126641d49340c2e01, Tue Dec  5 13:12:15 2017, 6,171
000000000000000000a825ff6199f3c7ec30d229ccb6a8730d8aa5f9e608d105, Tue Dec  5 13:05:50 2017, 6,171
0000000000000000001039aa93b0ee0c44fc8cf78448cc5879613113e80e659d, Tue Dec  5 12:57:29 2017, 49,364
000000000000000000c0fca8a7cfc91d8325f09961ccb0c514bc1fa48bf54148, Tue Dec  5 12:49:45 2017, 6,171
0000000000000000009eb88db465c9f061945cbeda4b9761916b5bb036ff907c, Tue Dec  5 12:37:37 2017, 6,171
00000000000000000028cd5e66afa4377336396ab5a308b21176571617cf70ac, Tue Dec  5 12:35:16 2017, 24,682
0000000000000000002e24d14159c7c1831e9abfb2f594a3f380cedd11f511a8, Tue Dec  5 12:31:50 2017, 24,682
000000000000000000c82a543b032de9f3b7dd4aa2868011290a2b16e993840d, Tue Dec  5 12:21:11 2017, 6,171
000000000000000000cb0cd4be97bc2575d3a5032fdd3a11f7ea79e3da54205b, Tue Dec  5 12:14:31 2017, 6,171
0000000000000000008735f655ff8855289828f04c8cfe7ee32739f1876085c7, Tue Dec  5 12:10:04 2017, 6,171
0000000000000000007ac6ca884cded35bb729b36a14ccf6b28fb96d9146409c, Tue Dec  5 12:07:32 2017, 12,341
0000000000000000002f22baf321f932566d9f36d9cc50cd07798bc6c170adf9, Tue Dec  5 12:01:53 2017, 24,682
00000000000000000018f8942046fb4ad288dd6290205a97adb489052ea3df7f, Tue Dec  5 12:00:26 2017, 49,364
00000000000000000042688bdde7f42a77ba7d4ca98713db074aa6c50b9823a9, Tue Dec  5 11:56:26 2017, 12,341
0000000000000000002a571d49dcc8dd4b01216192718e785badb94562484847, Tue Dec  5 11:53:34 2017, 24,682
00000000000000000035c8ce1351f00307e6f9646ee00a74aae5cc85c6a9fa7a, Tue Dec  5 11:50:51 2017, 24,682
00000000000000000040ce98524edeecb49f3c7c0fd8114f8c4f6c306b3a66a4, Tue Dec  5 11:46:40 2017, 12,341
000000000000000000b3b5d64a6a6b7e0c4d82963ae05d37190087f231797d24, Tue Dec  5 11:41:51 2017, 6,171
0000000000000000000e3282f5b1336f4a78dafdecf9b8908bfe4651baed9e69, Tue Dec  5 11:31:36 2017, 98,729
0000000000000000009f5927fe6551c4572225291e7d3a14f1bc0b5774f523d9, Tue Dec  5 11:20:50 2017, 6,171
00000000000000000008af99ec3b9293f577231241c7a5bcbafbf437491fcda4, Tue Dec  5 10:43:58 2017, 98,729
000000000000000000a7a655034ed0cb4dc06c956594570abf463dc812bafd6b, Tue Dec  5 10:33:31 2017, 6,171
0000000000000000001ff3d887d11a88447fc36241a18138e678899188400e82, Tue Dec  5 10:16:48 2017, 49,364
00000000000000000024fbb45c57b29c9707c4ed10f77774a05188455b64b02e, Tue Dec  5 10:10:32 2017, 24,682
0000000000000000000582d61ed548e37ba66ffcb6d649f3ecdce7e68a5b7a65, Tue Dec  5 10:09:19 2017, 197,458
000000000000000000b291b9ffc737d4882908cd686cd6b325a34c654f813c6b, Tue Dec  5 10:03:18 2017, 6,171
000000000000000000419a1028e2dde7d2fd1dc904ae5ad453c9f37ffde499b5, Tue Dec  5 09:55:18 2017, 12,341
00000000000000000054c7150f3e1ae66fc02f84cb244c42b351be2e9cab8497, Tue Dec  5 09:55:02 2017, 12,341
00000000000000000005c095959da39889f93934495f07d22037ec4f96a4dbe3, Tue Dec  5 09:51:03 2017, 197,458
000000000000000000156583e85ba5044adccaf15d7c04baa7563a4fdb551544, Tue Dec  5 09:34:14 2017, 49,364
000000000000000000b7634bf276f2f2cffb20d1153943401ebecfde48363e33, Tue Dec  5 09:34:00 2017, 6,171
000000000000000000228f8b72189a1094fe714ddeaac6775c026730a3bb15d8, Tue Dec  5 09:33:09 2017, 24,682
00000000000000000052407313f618a09d3875394301ad4319fdf095ad12cdfd, Tue Dec  5 09:26:24 2017, 12,341
0000000000000000003ab2d75c3ae9f7800f315d556aa5194f3eb63fafcc58f9, Tue Dec  5 09:22:32 2017, 24,682
000000000000000000ad6996fd06dccb3332d22bdea7e22b16f60305b95071d4, Tue Dec  5 08:56:50 2017, 6,171
0000000000000000007be84943c61d747e0057a09c4311ab56f6439a7d9c7a82, Tue Dec  5 08:44:58 2017, 12,341
0000000000000000008e335840ee4aedc67246ad216ecd4d57f6d2f592530435, Tue Dec  5 08:45:00 2017, 6,171
0000000000000000003cf6561bf9c83e72dc202e6af301b5147ae8ceda1c96a9, Tue Dec  5 08:40:08 2017, 24,682
00000000000000000045d4fa6b658436805751d3941bd45d90d6cb8b2abd8039, Tue Dec  5 08:37:42 2017, 12,341
000000000000000000a2ef1f2c658ccdaa948e703c589f72ffd23a8400ddb8c4, Tue Dec  5 08:32:55 2017, 6,171
0000000000000000002ad1de1011dd699820b20a24411d92cf801c6b5012395d, Tue Dec  5 08:31:59 2017, 24,682
0000000000000000001efc7a6b24a4b32a20d720a396eb88cff9d5057299c9a2, Tue Dec  5 08:19:09 2017, 49,364
000000000000000000d06ebf411fe5c8367e2659043572b726d9a197f395276c, Tue Dec  5 08:04:06 2017, 6,171
00000000000000000095ed40a32b7c22b0d67b2b70aca668c2733b97e85d0909, Tue Dec  5 08:02:10 2017, 6,171
0000000000000000000de1dbaa48ccc7a14d0b5b461a1c1ee000dd637400816a, Tue Dec  5 08:02:00 2017, 98,729
00000000000000000069794499d06ffff902205a03da2e5fb43c09652a7f161a, Tue Dec  5 07:50:30 2017, 12,341
000000000000000000070616aae94fb7fee32b3e4851fdb981844569c29645b7, Tue Dec  5 07:23:25 2017, 197,458
00000000000000000043e31dfe863e48fb45058060ca2908578b485ade98f77c, Tue Dec  5 07:14:48 2017, 12,341
0000000000000000008c2b4b88b3c5e9b24d1eb555860e2281eeedbab4476562, Tue Dec  5 07:05:06 2017, 6,171
000000000000000000218ec1d2cdebc1a65aec1ed7dd5a6416eb4faa6294fcb5, Tue Dec  5 07:04:00 2017, 24,682
0000000000000000007ca531a244762e863631194c1038f453f6c5b47a1071b0, Tue Dec  5 06:55:41 2017, 12,341
00000000000000000092510717800fa60cda099f281ccdc1d8074b6e3500ae60, Tue Dec  5 06:51:31 2017, 6,171
0000000000000000000835c26847bcc5578829c244c24b9510146416587c7303, Tue Dec  5 06:50:33 2017, 98,729
000000000000000000c9466a55f9859ee3da49d402ca130ca06b6219b3400485, Tue Dec  5 06:49:10 2017, 6,171
00000000000000000023c3c240abd1d253488d7644caffd750ecbad2755bc0c9, Tue Dec  5 06:40:23 2017, 24,682
0000000000000000001b45de1b3eb87378afb14946e27f64439751032ab09691, Tue Dec  5 06:32:56 2017, 49,364
000000000000000000444a362d077b678c3fbc01d5b6743e4ee9cf1ce4004a52, Tue Dec  5 06:26:02 2017, 12,341
0000000000000000006bf378b50e803e07579961e5a814bf19fea284892f05fe, Tue Dec  5 06:20:16 2017, 12,341
0000000000000000002ee661c4391b4d046a8844d67a5c9645da9bb6b3d01a42, Tue Dec  5 06:17:10 2017, 24,682
0000000000000000004cded8637f3e9471b866237e50d682cc3bea9bed3a991c, Tue Dec  5 06:10:44 2017, 12,341
00000000000000000043d5041d314b84bb18be63e62662760c4f54945e0b6a2c, Tue Dec  5 05:55:35 2017, 12,341
0000000000000000006cd5c6762bf77d597d70a386bfcb4cc1ac56f15bb48b68, Tue Dec  5 05:43:33 2017, 12,341
000000000000000000bdda81e0e29a2721a62133253e4bb9bf3bd1546044b141, Tue Dec  5 05:11:20 2017, 6,171
00000000000000000022f78c1965420dceff1528d019d5858d91e02d6a9c8785, Tue Dec  5 05:10:17 2017, 24,682
000000000000000000b9fcd755cba23c18a4712562f411b150c253383531f5b6, Tue Dec  5 04:50:39 2017, 6,171
0000000000000000006f9cda4b350eaedb0ea204530b9f2843fbe1643bc62900, Tue Dec  5 04:49:34 2017, 12,341
0000000000000000006fc8bbaa26a57c87f16b710d318e4f661aeba21eaa793f, Tue Dec  5 04:44:45 2017, 12,341
0000000000000000006486dba48d55d5cda7ee76b877feeeda357fff5e008f04, Tue Dec  5 04:41:10 2017, 12,341
0000000000000000001504eae46f5d0be29e969a26c9ff84bfab47290345fb6c, Tue Dec  5 04:19:20 2017, 49,364
0000000000000000003d1af60fa2de54e234312a15c4c58267e6735da8f58b29, Tue Dec  5 04:12:25 2017, 24,682
00000000000000000000e0ad0c22bccf6d72f8ad7e2beb78f598881e5b5e74dc, Tue Dec  5 03:53:09 2017, 1,579,663
000000000000000000a5953fde8ae7207545b846167611033e9d05f9868fce79, Tue Dec  5 03:49:00 2017, 6,171
00000000000000000034b0352c57e2f6a429176a5f0f0ca39eea199d6be4e8f4, Tue Dec  5 03:44:34 2017, 24,682
00000000000000000044613a4dd1bf228a50c0bbf60013458f8a83158863f3bd, Tue Dec  5 03:37:23 2017, 12,341
000000000000000000cadcb4e59fad3d9c21822941efbca77d34872e7128a3fd, Tue Dec  5 03:26:46 2017, 6,171
00000000000000000066b89a03a06aba5c13ae91e3e1b659b1f48105ecf3f1c8, Tue Dec  5 03:26:17 2017, 12,341
00000000000000000082115303eb12482d5b0c443b84793aa024d8fce3f96588, Tue Dec  5 03:12:53 2017, 6,171
00000000000000000033adc42cd4751f6d8919fb3f60cc898736c7d384e245da, Tue Dec  5 02:56:08 2017, 24,682
00000000000000000062cc7980d349dad6c48a69edeaeb7fbf12f482895f6c80, Tue Dec  5 02:55:09 2017, 12,341
0000000000000000005698df271947e96896e9195da3162b6b49ce83a9324f38, Tue Dec  5 02:52:45 2017, 12,341
0000000000000000000eb79a5f12d794fc081ad701c09921694bdd2092291d82, Tue Dec  5 02:29:40 2017, 98,729
000000000000000000779eeb9aa5e5e533f2513a996d19a698adc6d3116f3c75, Tue Dec  5 02:25:55 2017, 12,341
000000000000000000b83650cede73a3ca3e2ca3f4997e654b488320a4141758, Tue Dec  5 01:57:37 2017, 6,171
0000000000000000002c70d8341b53d92f5d22b410ba312e106b4407e24d67f2, Tue Dec  5 01:44:03 2017, 24,682
00000000000000000060129d66ecf91f746356c1f2c02e2240581abb36705a3c, Tue Dec  5 01:36:49 2017, 12,341
0000000000000000002ed871eba75300f1628c9be23affb160297e01eb316bc6, Tue Dec  5 01:24:34 2017, 24,682
0000000000000000008de75203aea3369a34f411c375271d08df720e47331661, Tue Dec  5 01:21:19 2017, 6,171
00000000000000000073959f8b71bd96c6005d687643c4918a32f016bc6dc863, Tue Dec  5 01:20:53 2017, 12,341
0000000000000000000f54f6083d5d89b04c79ee48c3b565e4e764fd6c27b5bf, Tue Dec  5 01:11:20 2017, 98,729
00000000000000000095efb8a04763e45aef223673032e5d1365f38a9f02e0fa, Tue Dec  5 01:05:15 2017, 6,171
000000000000000000933c3d75a3e4a2f54e41f817c91b63024690127830ed75, Tue Dec  5 00:50:59 2017, 6,171
000000000000000000c254035f4e40ed85eb548f33e6798fe6525c5668dfb6c4, Tue Dec  5 00:49:40 2017, 6,171
000000000000000000c14e3c26df89c6b5630858176b11da8bf4cb45a47d91d6, Tue Dec  5 00:49:37 2017, 6,171
0000000000000000008d7467bc67b22918bad9be60f9080caade4a4a572a1221, Tue Dec  5 00:46:44 2017, 6,171
00000000000000000091e16fbec0e50d31e0a2c353ab832ee6c16d3d04dce004, Tue Dec  5 00:41:02 2017, 6,171
0000000000000000000990fdb0e74ee6ceeab160b39a0bdfb8566f2eb92023b4, Tue Dec  5 00:19:52 2017, 98,729
000000000000000000c168312aa90a33e876ac8d938ac379f413f65ef2aab539, Tue Dec  5 00:17:25 2017, 6,171
0000000000000000009fef8c05c3c1af1d82a3b0de057a5877d73ab71434717a, Tue Dec  5 00:12:45 2017, 6,171
0000000000000000001d748fae424a5ae176cdf6ac7315bc7a94743e83256c7d, Mon Dec  4 23:51:18 2017, 49,364
000000000000000000ab0e04882857be430737c2e04778ea663dd42d8401d970, Mon Dec  4 23:40:40 2017, 6,171
000000000000000000804948ddd378da97e5fc4ead4b8348dbf256d3b39d3025, Mon Dec  4 23:40:54 2017, 6,171
00000000000000000036857aab06b6e6b225f3fa1b2427f4dba33204d9d350c8, Mon Dec  4 23:19:34 2017, 24,682
000000000000000000341484c714fb1da6e3558848087534b6f2bc1bdeadfaab, Mon Dec  4 23:00:51 2017, 24,682
000000000000000000a8482be168cc7a8e78cebaab146503433f76f0420b38fd, Mon Dec  4 22:56:07 2017, 6,171
00000000000000000039d84dbc77a6cd23e420d9a339f85fd5d9e4c4e89c6fd0, Mon Dec  4 22:54:20 2017, 24,682
0000000000000000005e8e50641737bc0cd0625998fd3b1f1803cd293851508a, Mon Dec  4 22:35:11 2017, 12,341
0000000000000000005fcae71c7d299f61e548f959ec87d004c54d9ebdfd6856, Mon Dec  4 22:34:35 2017, 12,341
0000000000000000002c4e0482dd0e9240f4d96b4f5ce1910a5608bc6ccb4d5a, Mon Dec  4 22:33:34 2017, 24,682
000000000000000000bbace28cf54304904ffca3769afa2b5d9b83dd369207dd, Mon Dec  4 22:19:56 2017, 6,171
000000000000000000c2a3df9fbb9fc83db762de17f433e76ab94d441b5cbb6f, Mon Dec  4 22:12:53 2017, 6,171
000000000000000000a31b5f1a633ccb09e5298407b2e2f228b05a5c71b3500e, Mon Dec  4 22:07:12 2017, 6,171
000000000000000000c76fe3f9797066d4fdb912ec2c4a52af6601a3dd05715e, Mon Dec  4 21:58:05 2017, 6,171
000000000000000000771f4932a1f91ec9ae994f038d9e28e09f7752cbae1e1a, Mon Dec  4 21:32:55 2017, 12,341
0000000000000000006124db4115d42c46e19b26830741d0b522b182e9f8b218, Mon Dec  4 21:29:44 2017, 12,341
000000000000000000623857b237f464df5b6eaf81d2995dd726bcc3b65fc481, Mon Dec  4 21:26:27 2017, 12,341
000000000000000000ba43a1296f11cafd5d7a71531f80d16fc40d58fc15c3db, Mon Dec  4 21:18:56 2017, 6,171
0000000000000000006572e50b65de845a6dc4ff7561504bd8f154b6a0115565, Mon Dec  4 21:15:01 2017, 12,341
00000000000000000032d23d68df9d5e74032958b1373d20939ab117379bcdee, Mon Dec  4 21:11:02 2017, 24,682
0000000000000000006ce844b9084aa9a370b8be393bfb3e50be97e96fbd3870, Mon Dec  4 21:10:24 2017, 12,341
0000000000000000002520c1c91d9326e499869d25cabb27957c53ea4f74e35a, Mon Dec  4 21:04:47 2017, 24,682
total electricity bill for 24h, USD:  7,201,042
